f_acidente;d_tipoacidente
325575;Colisão lateral
325576;Atropelamento de Pedestre
325577;Colisão lateral
325578;Colisão transversal
325579;Queda de ocupante de veículo
325580;Colisão traseira
325581;Queda de ocupante de veículo
325582;Tombamento
325583;Colisão lateral
325585;Saída de leito carroçável
325586;Colisão transversal
325587;Colisão transversal
325588;Colisão transversal
325589;Colisão traseira
325590;Colisão transversal
325591;Capotamento
325592;Colisão frontal
325593;Colisão frontal
325594;Colisão com objeto em movimento
325595;Atropelamento de Pedestre
325596;Colisão frontal
325597;Tombamento
325598;Saída de leito carroçável
325599;Colisão frontal
325600;Colisão frontal
325601;Colisão lateral
325602;Colisão traseira
325603;Queda de ocupante de veículo
325604;Colisão com objeto em movimento
325605;Tombamento
325606;Saída de leito carroçável
325607;Colisão traseira
325608;Colisão transversal
325609;Queda de ocupante de veículo
325610;Saída de leito carroçável
325611;Tombamento
325612;Saída de leito carroçável
325614;Tombamento
325615;Capotamento
325616;Colisão lateral
325617;Colisão transversal
325618;Colisão traseira
325619;Colisão com objeto estático
325620;Incêndio
325621;Saída de leito carroçável
325622;Atropelamento de Pedestre
325623;Colisão lateral
325624;Colisão lateral
325625;Colisão com objeto estático
325626;Colisão traseira
325627;Colisão traseira
325629;Atropelamento de Pedestre
325630;Colisão transversal
325631;Colisão transversal
325632;Colisão traseira
325633;Colisão transversal
325634;Atropelamento de Pedestre
325635;Colisão traseira
325636;Capotamento
325637;Colisão traseira
325638;Colisão lateral
325639;Saída de leito carroçável
325641;Colisão traseira
325642;Saída de leito carroçável
325643;Colisão lateral
325644;Saída de leito carroçável
325645;Colisão frontal
325646;Colisão transversal
325648;Tombamento
325649;Colisão lateral
325650;Colisão transversal
325651;Atropelamento de Pedestre
325652;Saída de leito carroçável
325653;Colisão frontal
325654;Colisão traseira
325655;Capotamento
325656;Saída de leito carroçável
325657;Atropelamento de Pedestre
325658;Colisão com objeto estático
325659;Colisão traseira
325660;Saída de leito carroçável
325661;Colisão traseira
325662;Atropelamento de Animal
325663;Colisão frontal
325664;Colisão traseira
325665;Colisão traseira
325666;Saída de leito carroçável
325667;Saída de leito carroçável
325668;Saída de leito carroçável
325669;Saída de leito carroçável
325670;Colisão com objeto estático
325671;Saída de leito carroçável
325672;Saída de leito carroçável
325673;Queda de ocupante de veículo
325674;Colisão traseira
325675;Saída de leito carroçável
325676;Atropelamento de Pedestre
325677;Engavetamento
325678;Colisão frontal
325679;Queda de ocupante de veículo
325680;Saída de leito carroçável
325681;Saída de leito carroçável
325682;Colisão traseira
325683;Colisão com objeto estático
325684;Tombamento
325685;Saída de leito carroçável
325686;Incêndio
325687;Queda de ocupante de veículo
325688;Atropelamento de Pedestre
325689;Queda de ocupante de veículo
325690;Colisão traseira
325691;Atropelamento de Pedestre
325693;Colisão traseira
325694;Capotamento
325695;Atropelamento de Pedestre
325696;Saída de leito carroçável
325697;Saída de leito carroçável
325698;Capotamento
325699;Colisão traseira
325701;Colisão traseira
325702;Tombamento
325703;Saída de leito carroçável
325704;Saída de leito carroçável
325705;Tombamento
325706;Colisão frontal
325707;Saída de leito carroçável
325710;Colisão traseira
325711;Colisão lateral
325712;Incêndio
325713;Colisão frontal
325714;Colisão com objeto estático
325715;Colisão transversal
325716;Saída de leito carroçável
325717;Colisão traseira
325718;Colisão lateral
325719;Capotamento
325720;Colisão traseira
325721;Tombamento
325722;Colisão transversal
325723;Colisão transversal
325724;Saída de leito carroçável
325725;Colisão frontal
325726;Colisão traseira
325727;Colisão frontal
325728;Colisão traseira
325729;Colisão lateral
325730;Colisão traseira
325731;Engavetamento
325733;Colisão com objeto estático
325734;Tombamento
325735;Saída de leito carroçável
325736;Colisão transversal
325737;Queda de ocupante de veículo
325738;Colisão com objeto estático
325739;Colisão traseira
325740;Saída de leito carroçável
325741;Saída de leito carroçável
325742;Colisão traseira
325743;Saída de leito carroçável
325744;Saída de leito carroçável
325745;Tombamento
325746;Colisão traseira
325748;Incêndio
325749;Saída de leito carroçável
325750;Colisão traseira
325751;Colisão transversal
325752;Colisão frontal
325753;Colisão transversal
325754;Colisão transversal
325755;Colisão com objeto estático
325756;Colisão frontal
325757;Colisão lateral
325758;Capotamento
325759;Colisão lateral
325761;Colisão transversal
325762;Colisão transversal
325763;Saída de leito carroçável
325764;Colisão traseira
325765;Saída de leito carroçável
325766;Colisão com objeto estático
325767;Colisão transversal
325768;Colisão com objeto estático
325769;Colisão lateral
325770;Colisão transversal
325772;Colisão com objeto estático
325773;Colisão transversal
325774;Saída de leito carroçável
325775;Colisão traseira
325776;Capotamento
325777;Capotamento
325778;Colisão traseira
325779;Atropelamento de Pedestre
325780;Colisão com objeto estático
325781;Colisão transversal
325782;Tombamento
325783;Derramamento de carga
325785;Tombamento
325786;Colisão transversal
325787;Saída de leito carroçável
325788;Colisão transversal
325789;Saída de leito carroçável
325790;Saída de leito carroçável
325791;Saída de leito carroçável
325792;Colisão frontal
325793;Saída de leito carroçável
325794;Saída de leito carroçável
325795;Colisão transversal
325796;Tombamento
325797;Colisão traseira
325798;Engavetamento
325800;Colisão traseira
325801;Saída de leito carroçável
325802;Tombamento
325803;Colisão frontal
325804;Colisão traseira
325805;Saída de leito carroçável
325806;Saída de leito carroçável
325807;Colisão transversal
325808;Saída de leito carroçável
325809;Saída de leito carroçável
325810;Colisão com objeto estático
325811;Colisão lateral
325812;Colisão traseira
325813;Saída de leito carroçável
325814;Atropelamento de Pedestre
325815;Colisão lateral
325816;Colisão frontal
325817;Colisão traseira
325818;Queda de ocupante de veículo
325819;Colisão traseira
325820;Colisão com objeto estático
325821;Colisão lateral
325822;Tombamento
325824;Saída de leito carroçável
325825;Queda de ocupante de veículo
325826;Saída de leito carroçável
325827;Capotamento
325828;Colisão traseira
325829;Tombamento
325830;Saída de leito carroçável
325831;Colisão com objeto estático
325832;Saída de leito carroçável
325833;Colisão traseira
325835;Saída de leito carroçável
325836;Colisão lateral
325837;Colisão transversal
325838;Atropelamento de Pedestre
325839;Derramamento de carga
325840;Saída de leito carroçável
325841;Queda de ocupante de veículo
325842;Saída de leito carroçável
325843;Colisão frontal
325844;Tombamento
325845;Colisão traseira
325846;Colisão com objeto estático
325847;Capotamento
325848;Queda de ocupante de veículo
325849;Colisão com objeto estático
325850;Colisão lateral
325851;Saída de leito carroçável
325852;Queda de ocupante de veículo
325854;Colisão traseira
325856;Colisão transversal
325857;Queda de ocupante de veículo
325858;Colisão frontal
325859;Saída de leito carroçável
325860;Atropelamento de Animal
325861;Colisão com objeto estático
325862;Colisão com objeto estático
325863;Queda de ocupante de veículo
325865;Saída de leito carroçável
325866;Colisão traseira
325867;Atropelamento de Pedestre
325868;Colisão com objeto estático
325869;Colisão frontal
325870;Colisão com objeto estático
325871;Colisão traseira
325872;Colisão transversal
325873;Colisão transversal
325874;Colisão frontal
325875;Colisão lateral
325876;Colisão com objeto estático
325877;Atropelamento de Pedestre
325878;Capotamento
325879;Colisão com objeto estático
325880;Colisão frontal
325882;Saída de leito carroçável
325884;Capotamento
325885;Colisão traseira
325886;Colisão frontal
325887;Engavetamento
325888;Colisão traseira
325889;Colisão traseira
325890;Colisão com objeto estático
325891;Colisão frontal
325892;Colisão transversal
325893;Atropelamento de Pedestre
325894;Colisão frontal
325895;Colisão lateral
325896;Saída de leito carroçável
325897;Colisão transversal
325898;Colisão transversal
325899;Colisão frontal
325900;Colisão transversal
325901;Colisão frontal
325902;Colisão lateral
325903;Incêndio
325904;Colisão com objeto estático
325905;Colisão transversal
325906;Colisão com objeto estático
325907;Colisão traseira
325908;Colisão frontal
325909;Colisão frontal
325910;Colisão frontal
325912;Saída de leito carroçável
325913;Saída de leito carroçável
325914;Engavetamento
325915;Colisão traseira
325916;Colisão lateral
325917;Atropelamento de Pedestre
325919;Saída de leito carroçável
325921;Colisão traseira
325922;Colisão lateral
325923;Colisão frontal
325924;Saída de leito carroçável
325925;Saída de leito carroçável
325926;Incêndio
325927;Colisão transversal
325928;Colisão transversal
325929;Saída de leito carroçável
325930;Saída de leito carroçável
325931;Incêndio
325932;Colisão traseira
325934;Colisão transversal
325936;Colisão traseira
325937;Saída de leito carroçável
325938;Saída de leito carroçável
325939;Saída de leito carroçável
325941;Colisão com objeto estático
325942;Atropelamento de Pedestre
325943;Saída de leito carroçável
325945;Colisão frontal
325946;Colisão frontal
325947;Saída de leito carroçável
325948;Colisão transversal
325949;Saída de leito carroçável
325950;Queda de ocupante de veículo
325951;Colisão transversal
325952;Saída de leito carroçável
325953;Tombamento
325954;Colisão com objeto estático
325955;Colisão com objeto estático
325956;Tombamento
325957;Colisão traseira
325958;Saída de leito carroçável
325959;Colisão transversal
325960;Saída de leito carroçável
325961;Colisão com objeto estático
325962;Atropelamento de Animal
325963;Colisão traseira
325964;Colisão transversal
325965;Colisão com objeto estático
325966;Queda de ocupante de veículo
325967;Colisão frontal
325968;Colisão frontal
325969;Queda de ocupante de veículo
325970;Tombamento
325971;Queda de ocupante de veículo
325972;Saída de leito carroçável
325973;Colisão com objeto estático
325974;Tombamento
325975;Colisão traseira
325976;Colisão com objeto estático
325977;Colisão frontal
325979;Atropelamento de Pedestre
325980;Saída de leito carroçável
325981;Colisão traseira
325982;Colisão com objeto estático
325983;Colisão com objeto em movimento
325984;Tombamento
325985;Saída de leito carroçável
325986;Tombamento
325988;Colisão com objeto estático
325989;Saída de leito carroçável
325990;Saída de leito carroçável
325991;Capotamento
325992;Colisão com objeto estático
325993;Saída de leito carroçável
325994;Atropelamento de Pedestre
325995;Colisão transversal
325996;Saída de leito carroçável
325997;Saída de leito carroçável
325999;Colisão com objeto estático
326000;Capotamento
326001;Saída de leito carroçável
326002;Saída de leito carroçável
326003;Colisão com objeto estático
326004;Colisão com objeto estático
326005;Saída de leito carroçável
326006;Saída de leito carroçável
326007;Queda de ocupante de veículo
326008;Colisão lateral
326009;Colisão transversal
326010;Colisão lateral
326011;Colisão transversal
326013;Saída de leito carroçável
326014;Saída de leito carroçável
326015;Colisão lateral
326016;Saída de leito carroçável
326018;Colisão transversal
326019;Colisão traseira
326021;Saída de leito carroçável
326022;Queda de ocupante de veículo
326023;Saída de leito carroçável
326024;Colisão traseira
326025;Queda de ocupante de veículo
326026;Engavetamento
326027;Atropelamento de Pedestre
326028;Queda de ocupante de veículo
326029;Saída de leito carroçável
326030;Colisão transversal
